ID;title;type;message;Class;Category
266043;While you're celebrating Thanksgiving, Native Americans are fighting a cold, bloody battle against the Dakota Access pipeline. #NoDAPL;post;Where is the president!!! They are protecting the water supply! There is nothing wrong with peaceful protesting!! And guess what these people were here first before the Europeans ruined everything and took their land and killed their people!!!! This is just so wrong!!!! The way they treat the native Americans is a disgrace! This country should be ashamed of themselves!!!!;Hateful;Accusations
804;U.S. Military Vows To Protect Muslim Americans Using Hashtag #IWillProtectYou;video;THIS is the true mission of the U.S. military. To protect it's citizens from immediate threats and not to invade other countries for the annexation of resources on behalf of wealthy elites and corrupt politicians.;Hateful;Accusations
6864;If you think you can't help fight climate change, think again.;post;The Hypocrisy of it all. I guarantee you he's like Leonardo DiCaprio. Drives cars and would have a yacht. If he's rich enough. They just want everyone else to quit  so they can do it and not feel, like it'll do as much damage. Tired of Hypocrites...;Hateful;Accusations
11173;"Van Jones delivered a raw and emotional commentary on Donald Trump's win.

And now some are calling for his resignation.";post;All we wanted was an African American president that unifies. We got him. Similar to trying to form a union at work. All that time everyone was unified, management strategically came up with a retaliation package resulting in trump. No ones fault. The greedy saw the power shifting due to a more informed populous. Informed people mean less money for the elite. They even brainwashed a majority of caucasians to believe the African American president caused division. Even when all the evidence of blocks from republicans in the senate was in plain sight. Fear closes eyes from rationality. Here we are today. With a 100 first day plan that could seem justified 60 years ago!;Hateful;Accusations
18375;This is the moment a rescue volunteer breaks down in tears after pulling a Syrian baby girl from the rubble.;post;The elite fund both sides of the war. If there isn't one they will make one. They are killing our family and friends. Stop letting them manipulating you to hate each other. We live on one planet we are all family. Let's help each other.;Hateful;Accusations
89386;Arm yourself with information. Here are 4 important facts about white hate in America.;post;Non-racist white people, we love you guys. We love playing Halo and Call of Duty with you guys, we love listening to Disturbed and Old school Eminem with you guys, we love drinking bitter beers and smoking fat blunts with you guys, we love working overtime to make ends meet with you guys, we love going to baseball games with you  guys, we love comparing lives and continuing to break down the transparent barrier between us! Soon we will be closer to being one race and we can contiue to share culture with one another and even create some new culture as well. Rich elites want to separate us so they can continue to pick our pockets. Let's unite and take down the bastards!!!;Hateful;Accusations
102019;You hear about refugees drowning in the sea. This is what it looks like.;post;All because the western elites decided they wanted to murder and destroy countries for they're own gains... people wake up. Our puppet countries are what causing this!;Hateful;Accusations
123292;Ashton Kutcher delivered a tear-jerking testimony to the Senate.;post;"Just investigate what ""Pizza Gate"" means, all the nasty elite involved worldwide performing such crimes... The Podesta emails...!!! The Clinton's... ughhhh...!!! There is plenty information about their barbarities... :'(";Hateful;Accusations
145699;“Will I die, miss? Will I die?” This child in Syria was a victim of chlorine gas attack.;post;Wars are created from greed & we ALL KNOW WHO are the greediest people on this Planet right? They belong to an elite group which we call Governments!;Hateful;Accusations
156338;Police stopped #NoDAPL activists from reaching sacred burial sites – with rubber bullets, tear gas and pepper spray.;post;How sad are we as human beings? Where we live in a world that is self-sustainable with solar energy, we have the power to harness this energy through everything, cars, home, to cook and yet the elite prefer to drill our earth, destroying our environment, create emissions and charge us for energy that should be available to all of us and keep ups off the grid but yet we are slaves to them and they themselves know it’s the worst option but they rather get rich than improve humanity, we have our days counted, believe me you.;Hateful;Accusations
185341;Leo just threw shade at Trump – and all climate-denying politicians.;post;"This coming from Hollywood and political elites that fly around on privet jets drive expensive cars and live in massive house all of which adds to ""climate change"" these people are the most hypocritical people on earth!";Hateful;Accusations
196511;Happy Monday from Syria: This bleeding little girl cries for her dad after airstrikes hit her house.;post;We are doing this. Not Russia. We are air striking children. We are even painting the planes to look Russian. Assad wouldn't accept U.S. Federal Reserve $$$ anymore. Same as Hussein & Gaddafi. So the elite will once again secure wealth with the blood of Americans.;Hateful;Accusations
4155;These are the police officers lost in the Dallas shooting.;post;This was an inside job. These people were killed by their own to stir up chaos and more hate. Mark my words, this charade was planned and executed by their own govenrment in the same way that all incidents, that aim to divert attention away from the elite, are.;Hateful;Accusations
65361;At this illegal gun shop, you could get a pistol for $70 or an AK-47 for $125.;post;The largest, sickest and most effectIve terrorist organization is the US Government, aided by its military and white citizens. The terrorism they have perpetrated against Hebrew-Israelites in the US and around the world, have caused the Hebrew to worship all types of demonism, and marry into the same people that have been brutalizing us for hundreds of years. How sick have we become?;Hateful;Accusations
98800;An imam and a worshipper were shot dead in New York. Is hate speech by political leaders to blame?;post;criminal political elite instigating all these islamophobic racist agenda to create more war terrorism and hatred between Muslims and west to divert people from their own crime in Palestine and wall street and keep people busy thinking about so called Muslims terrorist which is their creations;Hateful;Accusations
175336;London's new elite cops are armed and prepared for a major attack on Britain.;post;"Deploy these men out on the sea, near the airport but out on the streets as a normal officer of the law i dont think so. They are not officers of the law , they are trained government killers and should have no place on the streets. Uk looks to becoming more like usa or a police state and no matter what you say more guns does not mean less danger.
Pen is mightier than the sword. Js.";Hateful;Accusations
175343;London's new elite cops are armed and prepared for a major attack on Britain.;post;maybe if the governments stop killing innocent people and destroying countries then we can all live peacefully. more armed police = more government control.;Hateful;Accusations
49490;What's A Rigged Economy?;video;AJ+ is a conflict mongering channel.  It is meant to cause uproar in the USA.  It is a kind of modern day warfare, fake-info war.  It is biased and highly simplistic.;Hateful;Accusations
123291;Ashton Kutcher delivered a tear-jerking testimony to the Senate.;post;See American's are terrorist in other countries. I have heard about how the white elite go over to other countries and have sex with little girls coming back home to their rich homes in the suburbs only to play Christian business man. All the while they rape little girls an performed the most diaguesting acts on them..the Pentagon has employees that have been busted with child porn..what they do in the dark will come to light an i pray they feel the pain and suffering that they do to these children.;Hateful;Accusations
125003;"While civilians were dying in east Aleppo, the UN held an emergency meeting on Syria.

This is what the U.S. Ambassador had to say:";post;The US has been at war with countries longer then any other country on the planet in order to install their world banks and elitest colonial rule their corporate owned and funded government has the blood of millions on their hands , shame on you and your corrupt government!!!;Hateful;Accusations
3985;President Obama's got a message for black voters. And it may be one of his most passionate speeches.;post;"How does it matter #Obama ? We voted for you for two years and as we BEGGED for you to stop the slaughtering of black people by police, you ignored us and at one instance called youth in Baltimore ""Thugs"" because they were tired of police killing them. It's more lynchings by police in the last couple years than all of the 1960's. Michelle Alexander already prove it's also more black men in jail now than the civil rights movement era and at the height of the civil war. So no, Our vote don't matter and won't matter if we keep giving it away for free like a whore. You need to Court our vote first to see how it may work out. Like WEB Du Bois said in his speech, I won't be voting in the up coming election or future elections until our vote is respected and counted.";Hateful;Accusations
10727;Protesters attempting to extinguish the Olympic torch in Brazil were met with rubber bullets, stun grenades and tear gas.;post;BLOOD OLYMPICS The Killing Of So Many Street Kids, brazil is a Dutty City. Innocent Blood Dripping at The Hands Of Wicked Politicians And Bribe Loving Corrupt police aka slave patrollers!!!  #rememberthestreetkidsofbrazil #innocentblood #politicalcorruption #evilsatanservantpolice #bloodolympics #sacrificetheyouth #youtharethefuture;Hateful;Accusations
37341;A black teen was killed by a white police officer five years ago. Today, his mom is suing the police for answers.;post;State sponsored murderers with badges, that's what they are.;Hateful;Accusations
37347;A black teen was killed by a white police officer five years ago. Today, his mom is suing the police for answers.;post;How lucky they had camera's to prove the cop broke in to murder him! Otherwise this story probably wouldn't even be known! Why do these terrorists get away with murder so often?! 😠;Hateful;Accusations
37382;A black teen was killed by a white police officer five years ago. Today, his mom is suing the police for answers.;post;"Gangsters; all police departments should be Federalized to protect citizens and honest police from bad cops, judges, prosecutors, jailers, attorneys and crooked politicians.";Hateful;Accusations
54051;Cops Eat Pot Edibles After Raiding Marijuana Dispensary;video;Don't feel sorry for dead cops because they're only gangmembers after all;Hateful;Accusations
54054;Cops Eat Pot Edibles After Raiding Marijuana Dispensary;video;Cops are criminals with a badge.;Hateful;Accusations
94544;Video Shows South Carolina Police Officer Shooting Unarmed Black Man To Death;video;"Isis tie , then kill
US police kill, then tie";Hateful;Accusations
94545;Video Shows South Carolina Police Officer Shooting Unarmed Black Man To Death;video;Damn! I mean what the hell! If I remember this correctly, police people are supposed to maintain peace! Now what the hell do we have here? This white ass police killed this fellow of ours. He had a life you know? Somehow I think policemen were trained to be racist. Policemen are becoming terrorists...;Hateful;Accusations
114829;8-Month-Pregnant Woman Tackled To Ground By California Police;video;America police are terrorist ,even they knew  that they're animals;Hateful;Accusations
305118;Police Unions Boycott Quentin Tarantino Movies After Protest;video;Uh, if the police hate Tarantino, it means that he is a good guy. I'll take Tarantino anytime over murderous,  killer and racist cops.;Hateful;Accusations
167131;;post;Another white supremacist TERRORIST who will not be labelled as such by the media or political elite because his religion/skin colour don't quite fit the established narrative. And that's precisely how the masses remain blind as to the REAL domestic terror threat they should be worried about.;Hateful;Accusations
4493;President Obama had a lot to say about racial disparity in the U.S. justice system after the shootings of #PhilandoCastile and #AltonSterling.;post;Lol the Mother Fucker Custodian of World Peace #USA. My ass! 120+ black people killed by white police officers. Still ALL Muslims are terrorists. WHITE HAVE KILLED MORE IN DECADES. (Not against white);Hateful;Accusations
300303;Donald Trump Speaks Over NBC Canceling Miss Universe;video;why take that hypocrite seriously???... in his MANY years as a billionaire... im 100% certain he hired undocumented citizens... and he has literally forced eminent domain on business and residential places for his OWN gain... he does just enough to stay in these rednecks good graces... while blacks, hispanics, and poor whites keeps this nation running... paying 25% in taxes on a bullshit wage... while these slave masters get filthy rich... he may hate immigrants... and people of color... but he cant even begin to deny the contributions they make to this country... for the price of dirt... thats why his sorry ass tried to retract what he was saying... he realized that those rednecks he was trying to impress... were not the majority in this country... vote for trump if you want to revisit slavery and slave wages... its not like we get enough already 😒;Hateful;Accusations
20580;This journalist was shot by police with a rubber bullet while conducting an interview. #NoDAPL;post;This douch bag Kelcey Warren is a musician? Give me a fucking break, he's an environmental terrorist billionaire scum bag who deserves to be put to sleep, him & all his Energy Transfer Partner scumbags who are destroying the planet with fracking and unneeded oil pipelines that are exploding and leaking every day & destroying the planet;Hateful;Accusations
290178;Saudi women are killing it in this music video where they ask for equal rights.;post;"Our sacred city, unfortunately, is in Saudi Arabia, (they changed the original name our prophet gave) which is ruled by a base, cruel, corrupt, absolutist, tyrannical, filthy rich, destructive, non islamic clan who only use religion to control the public.
They have even bulldozed precious historical and religious sites. I am definitely sure that God Allah will forgive me for my small rebellion against this evil empire. Many other Muslims are similarly revolted by the Saudi regime.";Hateful;Accusations
113400;Utah Cop Shot A Man Dead And Then Handcuffed Him;video;American police are the terrorist extension of your corporate overlords. In Nazi Germani, there were many Germans who sided with the German police. Those people were either stupid or evil without exception. Today, there are people who believe that there are good American police. Those people are the same as the people who sided with Nazis. They're either too stupid to know evil when they see it or they are evil and love it. Either way, I dance when a pig gets put out of our misery and I have pissed on the graves of dozens of dead cops who were repaired on the job. Repaired? Yes. The only way to fix a cop, is to kill it.;Hateful;Accusations
276466;This white police officer yanked on the dreadlocks of a handcuffed black man.;post;I think this police officer may be wrong, but he is not the worst that I had seen. There are racist morons with police uniforms like Jason Van Dyke, who shot a teen 16 times... Talk about hatred with uniform.;Hateful;Accusations
49249;An Overreaction: Words On #BlackLivesMatter And MLK;video;AJ+ is a marxist-islamic collaborative propaganda network aimed at attacking the white race and Western civilization.;Hateful;Accusations
49260;An Overreaction: Words On #BlackLivesMatter And MLK;video;"Wow. An ignorant racist posting on Al Fucking Jazeera. Ever heard of per capita? Considering black people kill insanely more blacks people PER CAPITA than whites do, and black people kill more people of other races PER CAPITA, I think you should have used your ""poetry"" to implore black people to stop committing crimes. You are a bigot and shitting on a country where you have freedom. Some of your ""brothers"" in Africa still take part in slavery which existed in every part of the world until white people got their shit together and were the first to deem it immoral and illegal. Do you care about the parents of murdered white men who now have an empty seat at the dinner table thanks to their son being murdered by a black thug? No, because if you did, you'd have to consider yourself a humanitarian instead of a victim, and that's not nearly as sexy. Fuck you.";Hateful;Accusations
39838;Refugees Arrive In Germany To Cheers;video;"When they rape you, don't forget to say ""welcome""";Hateful;Accusations
39845;Refugees Arrive In Germany To Cheers;video;The refugees molest women and children, they shit in the swimming pool, and they worship some imaginary man in the sky who tells them to kill people.;Hateful;Accusations
87061;Some Europeans Are Fighting The Anti-Refugee Attitude;video;Enjoy all the rape, I guess.;Hateful;Accusations
95598;The Macedonian Police Versus Refugees;video;Crazy terrorists who destroy everything that they touch.;Hateful;Accusations
95624;The Macedonian Police Versus Refugees;video;machine gun this fucking terrorist;Hateful;Accusations
90230;Women Driving Rickshaws In India Angers Some Men;video;Indian men are rapist idiots!;Hateful;Accusations
3454;Feeding someone to a crocodile, murdering a justice department worker - the explosive allegations of a former assassin in the Philippines.;post;bias and one sided story of media. The man was grilled in Philippine senate and couldn't give direct answer to all the question of our senators here in Philippines. When this man was cross-examine by several senator he is really guilty of fabricating the story. So Please AJ+ be responsible cascading the news to the world or you are giving a wrong image to my country.;Hateful;Accusations
3494;Feeding someone to a crocodile, murdering a justice department worker - the explosive allegations of a former assassin in the Philippines.;post;Delivering this kind of journalism is the reason why great nation fails.. You are worst than terrorists.. You are like dropping a nuke bomb in a nation. As far as you do your research, the current president here has a 91percent trust rating in a survey conducted.. That so far is the highest. Stupid media bringing wrong information!!;Hateful;Accusations
33317;The Philippines president has a message for the U.S. “Don’t f*ck with me.”;post;Stupid media like AJ should stop spreading bias opinions, when you talk about human rights of the suspect, how about those who were killed , raped ? Did their human rights seems nothing compared to those drugs suspects ? I have so many Filipino friends and all of them says the country is safer and safer now, stop your stupid media and gtfo AJ news;Hateful;Accusations
77923;;post;"Israeli here. This police officer is a shame, and this has caused an uproar in the country. People are demanding that extreme measures are taken against him. He does not represent the country or its policies or its citizens. 

It's a shame that the Qatari Al Jazeera does not report stories about Israel paying the electricity and water bills for the palestinians, or about soldiers who help palestinian women carry their groceries home. No, all AJ is interested in is stirring up hate and inciting more violence, and showing incidents like this as representative. Shame on you Al Jazeera, you are biased and sadistic.";Hateful;Accusations
109581;#CanYouHearUsNow? Muslim women hit back at Donald Trump and it's glorious.;post;AJ is another branch of the brainwashing media. No hillary isn't better than trump.;Hateful;Accusations
147882;At least 30 people have died after Indian forces opened fire on protesters in Indian-administered Kashmir.;post;"AJ is a tool in the hands of global terrorism, how to pass terrorists as ""freedom fighters“? Just make a nice looking progressive video and all the sheeps will believe immediately! Don't buy into the Qatari propaganda people! Be smart! Say NO to Al Jazeera in all of it's forms.";Hateful;Accusations
171827;What Could Foreign Policy Look Like Under President Trump?;video;It's been stated before, but it is worth repeating: AJ is the propaganda wing for the slave-holding, women-oppressing, rape victim-punishing, terrorism-funding islamofascist Qatar dictatorship. Videos like this one is aimed at fear mongering the populace and delegitimizing the elected US government. Bear in mind that it's coming from a country ruled through generations by a single family that does not allow independent media to set foot inside the country and that deprives their citizens of basic freedoms. Goebbels would be proud...;Hateful;Accusations
175678;US Aid To Israel - The Real Deal;video;AJ Is a Terrorist organization LOL, just kids who want to move to Dubai to see gold lamborghinis watch this. Don't worry Obama gave 400m to 'Palestine' the government is holding it for you, you just have to do a suicide bombing and it's yours.;Hateful;Accusations
207376;This 14-year-old schoolgirl was blinded by Indian forces in Kashmir — the most militarized zone in the world.;post;AJ is most bias channel I have ever seen . Always shows one side fabricated story far from reality. It never showed stories related to POK, Baluchistan. 80% of your stories are fake. Going to dislike this page.;Hateful;Accusations
249464;The smell of death won't leave Aleppo: A young man mourns his dead mother as airstrikes pound the city.;post;AlQaeda terrorists killed those people while they were trying to flee AlQaeda-held Aleppo towards the western part of Aleppo which is under the control of the Syrian Arab Army. AJ is also responsible for this killing by spreading lies and propaganda. AJ should be ashamed of themselves.;Hateful;Accusations
265907;“It has nothing to do with Islam” – The neighbor of truck attacker Mohamed Lahouaiej Bouhlel.;post;The terrorist israeli government killed 2,200 Palestinians in the 2014 Gaza attack, more than 450 children killed. Despite global demands to arrest the israeli terrorists, such as Tzipi Livni and Bejamin Netanyahu, they were actually smugled out of Britain to avoid arrest for war crimes.;Hateful;Accusations
248065;;post;"First they destablize their countries, rob thier oil and gold, killed hundereds of thousands of muslims, destroyed their country's infrastructure, people who try to save their lives to go safe place now become teorrists... so who is actually terorrising the world? Those corporate those mafias those few who are trying to get all wealth of this world by dividing people and rule them no matter through racially religously they dont care, no one even thought about who fund those terrorists, who supply them latest weapon those ""controlled"" terorrists mostly killed muslims in middle east but intl media cry for least incidents happens in west and there is another pick and choose method they would highlight if the crime commit by muslim so they can sell hatred better...";Hateful;Accusations
3872;Here's 5 things you might not know about the #DakotaAccessPipeline.;post;Why didn't they include libertarians jerking off over the American Indians' land being destroyed in the name of capitalism?;Hateful;Accusations
87126;The Confederate Flag: Southern Pride Or History Of Hate?;video;The flag is racist. Anybody who thinks it's not is an ignorant piece of white ass trailer trash. It doesn't matter what it represented before the The point is is that it was waved by evil people because of their hate and intolerance. The Nazi flag represents Aryan pride. So if I am German with blue eyes and blond hair why should I not be able to wave it in my front yard without society looking down on me. Because of the millions of deaths that were associated with it. Just like the hundreds of thousands of slaves who were treated as property. And enough of this bullshit that the Civil War was not about slavery. President Lincoln May have pissed off Southerners with taxes, not being on the ballot, etc. but the main reason was obviously to keep their source of income. Take the flag down it represents hate not heritage.;Hateful;Accusations
261242;Journalists Are Under Attack in Mexico: Death in Veracruz;video;"Another Journalist was murdered in Veracruz yesterday, March 2, 2017, just after he released a research video to the public documenting the fact THE GOVERNMENT is behind all the violence and cartels. Further, the UN is sooo concerned, they dumped more of their ""aint it a shame"" babble on the situation. Just a few days prior to the murder of the Journalist, ELEVEN more people were tortured and murdered. 

That scum is getting by with murder, horrific numbers of murders, horrific tortures and murdered of people who protest, horrific tortures and even murders of people following Google Map instructions to religious sites. EXCUSE ME BUT THIS ONLY ADDS UP TO ONE THING -- AUTHORITIES ARE INVOLVED, THEY ARE THE HIDDEN HANDS. 

If the United States military can be dispatched to make a mess in the Middle East over nothing more than damned oil pipelines, WHY ARE OUR MARINES NOT BEING DISPATCHED SOUTH OF OUR BORDERS WITH WAR MACHINES TO SHUT THAT DAMNED SHIT DOWN??? Anyone who thinks that government cartel scum isn't killing American families and our children is about as smart as a stick. Enough is enough is enough of this horror and if the vatican and that ""pope"" doesn't like it -- SCREW EM. The US Military MUST shut it down.";Hateful;Accusations
12185;This racist rant by an alleged Trump supporter is unbelievable.;post;I'm not american but I feel so bad because you guys have no good people to vote for this year. I'm aware that Hillary is not a good option but then, on the other side, there's this nasty orange man who is supported by racists, sexists and prejudiced assholes like the guy on the video. This election's been based on voting for the least worst one.;Hateful;Accusations
18291;This is the moment a rescue volunteer breaks down in tears after pulling a Syrian baby girl from the rubble.;post;European Union Assholes, United Nations Hypocrites, American Thugs who are poking their noses on the Philippines war on drugs... This is where your attention is supposed to be... not on the Philippines... we doin just fine... stop destabilizing our government... look here.... a place where you all are needed to be....;Hateful;Accusations
289363;;post;Politics is where  only the crooked survive and the most dispicable ones come to power...... if a good one comes along either they are bullied away or killed by the corrupted asswipes. Sad to see the nation being run buy goons;Hateful;Accusations
16574;Celebrities On Israel And Gaza: The Ultimate Recap;video;Penelepe cruz shes hoor ,and she is fraid to loose her job in holywood and of course shes get from the zionist so much sex ,and get payd for it .what can u expect from this bastard girl who every one and every zionist did pis on her and on is derty body ..........hamas is the best hamas will be the winer soon of later ,and hell to every one who suport the zionist;Hateful;Accusations
46212;This Is What A DACA Student Looks Like;video;"AJ should make a documentary about "" how does it feels like to be a follower of a pedophile, rapist, sexist, homophobe, wife beater, inbreeder, beheader, children killer, a top class terrorist and a subhuman savage! """;Hateful;Accusations
341977;Former acting Attorney General Sally Yates schooled Ted Cruz on the “Muslim ban.”;post;"Sally Yates is a piece of TRASH 
.
she was Obama b1tch... 
.
Travel BAN is just like Obama...
little cry babies
.
she didnt own Cruz... she defends on her Political agenda... didnt speak out on Obama";Hateful;Accusations
3980;President Obama's got a message for black voters. And it may be one of his most passionate speeches.;post;Obama put Hillary in as Secretary of the state. That tells everyone just how corrupt Obama is. Very like the corrupt lying bitch he choose to be Secretary of state Hillary all Clinton's are extremely corrupt. They and any who back the Clinton's should've been in prison years ago.....;Hateful;Accusations
111156;"“He's a punk, he's a dog, he's a pig.” 

Robert De Niro gives his two cents on Donald Trump – Taxi-Driver style.";post;"Clinton groaps women screws them then has their lives destroyed while Hillary blamed the women lol...... please enough with the sex cramp... women neef to keep their tits covered booties covered or im going to start grabbing them its the attention they want well ill give it ;;:)))";Hateful;Accusations
20575;This journalist was shot by police with a rubber bullet while conducting an interview. #NoDAPL;post;The only way they know how to get a violent reaction from the protesters. Are those officers actually doing their jobs? Big oil and the banks are paying them to be violent assholes!! Kudos to all the protesters who so far are being peaceful. But for how long??;Hateful;Accusations
42945;Saudi-Led Coalition Forces Suffer Worst Loss In Yemen Campaign;video;Iran isthe biggest piece of shit in islamic history that country has nothi g to do with religion they have fucked up traditions and hate the prophets best man the sahaba they name their dogs after them those bastards they and saudi are corrupt pieces of shit;Hateful;Accusations
51552;Children's Choir Welcomes Refugees to Canada;video;Canada is a peaceful country your ass. They are also in the war with the US in the middl-east. Sneaky lying Caucasian bastards.;Hateful;Accusations
15744;“Where is the Muslim world?” This Syrian doctor has a message for the world.;post;what you think? GOD will forgive us? no bro we all will be pay infront of GOD. and which islamic countries you are asking for? they all are fucking suckers of USA and Israel. the biggest terrorist of the world is Saudi bitch;Hateful;Accusations
34582;The U.S. bombed 7 countries last year. Can you name them all?;post;"The USA is a terrorist, and blabbers in speeches about terrorism.

Feminism is sexist, and blabbers in  speeches about sexism.

Israel is a nuclear superpower invading a country, and blabbers about invasion to them and peace.

All these three buggers rule the UN.

Welcome to the epoch of people who realised that the best way to go unnoticed DOING wrong, is SPEAKING GOOD.";Hateful;Accusations
39889;Refugees Arrive In Germany To Cheers;video;FUCK QATAR: Shame on you! why have you funded isis and taken no refugees? you should take every one of them;Hateful;Accusations
39835;Refugees Arrive In Germany To Cheers;video;Welcomz refugees from all over the world, welcome terrorists! We German are decadent people who want to disappear from the earth because we feel so guilty. Please refugees come by hundreds of millions and rape our women, kill the men, destroy our country: you are our saviors!;Hateful;Accusations
39840;Refugees Arrive In Germany To Cheers;video;Not everyday you get to see a rape culture get shipped into a country literally.;Hateful;Accusations
39853;Refugees Arrive In Germany To Cheers;video;#Rapefugees;Hateful;Accusations
59842;This father of a fallen U.S. soldier has strong words for Donald Trump.;post;Yall who are voting for killary cunton are as stupid as a sheep remember it was obama and killery cunton who oder thousand of air strikes against libia and all those third world county to diable all those countries and now those peole hates us the american people and sooner or later there will be another attack and it could be one of your loved ones just remember that when voting for that cheating bitch of Hillary Clinton.;Hateful;Accusations
50019;Who's Making Money Off The War On Drugs?;video;Y do u think there is a war on pain drs .because  it gets into the cartels drug money's an government's  drug buisness. so they went after drs an big pharmacy. now more heroin on streets.funny how that worked out for cartels an government. an now obummer  yaght busted for 125 mill doller worth of cocainr were not stupid but hopefully  trump puts a end to it.;Hateful;Accusations
322580;Pope Francis defended Muslims after a priest was killed in France. Here's what he had to say.;post;Pope is a damn fool ! A ex bouncer commie pig who hates Europeans and Catholics. You dummies this moron has the brains of a teensy fly.;Hateful;Accusations
16074;Dallas is in shock after snipers killed at least 4 police officers.;post;Pray for Dallas :))) 281 died in Iraq. .a fucked up country that has been destroyed by usa for bullshit fake reason. No body cares but .5 men died in Dallas . .pray for Dallas. .hypocrites mothefuckers;Hateful;Accusations
33262;The Philippines president has a message for the U.S. “Don’t f*ck with me.”;post;Rodgrigo Duterte you are the GOAT!, I want a Leader like this in my Somalia, with all the drugs that my government bought from kenya with all that money we could fix every single problem in Somalia, but instead the corrupted politicians decided to kill my people slowly with drugs and making the kenyans richer at the same time, we probably need to start to stop the corrupted fuckers in our own government though.;Hateful;Accusations
93283;Hungarian Police Pepper-Spray Refugees Seeking To Avoid Camps;video;Illegal rapy criminals , they play victims at the borders and when they enter ... Events in Germany , France , Uk , Sweeden speaks for themselves . Keep those fuckers out !!!;Hateful;Accusations
97314;“The truck arrived and he rammed into everyone. Everyone.” - Witness describes truck attack that left at least 80 dead in southern France;post;"Blowback is a bitch. Maybe the people of France should speak out against their government for sticking their long noses where it don't belong. 
If you want your government and the arrogant rich to keep getting richer through war and stolen resources, than you're gonna have to sacrifice a few of your average citizens. If not, speak out.";Hateful;Accusations
124897;"War cry for Standing Rock.

This Maori man performs the traditional haka in North Dakota on the front line of #NoDAPL protests.";post;Lots of people getting rich off these pipelines...they could give a rats a_ s about the people, the water, the land. Profit$ and me, me, me.;Hateful;Accusations
20219;Protesters are on top of a crane a few blocks from the White House.;post;He's not my president. He is the president of the greedy and the ignorant. He is another Hitler who will try to lead us into a culture of violence and destruction;Hateful;Accusations
153150;These soccer fans broke the rules to show their support for Palestine.;post;Turning our backs is not acceptable. We stood against apartheid, marched against the invasion of Iraq and now stand against the genocide of the Palestinian people. I was against this demo of flags to start with, worrying about an even bigger fine or worsebut not now. Sod it. UEFA should not be allowing Israeli teams to play,they're not in Europe and their government is committing slaughter. Well done fellow Celts.;Hateful;Accusations
3946;President Obama's got a message for black voters. And it may be one of his most passionate speeches.;post;Past 8 years and...weed still illegal (Obama you toker!), minimum wage still $7.25 (Obama you joker) and Wallstreet is bailed but homeowners arent (Obama you broker!), Obamacare still leaves 30 million uninsured. Why wasn't single payer passed? It doesn't profit private insurance companies. He's hard on Snowden and Bradley to scare other would be whistle blowers. He drone bombed more and deported more than any other president. Other than fucking over America and abroad, he seems like a nice guy;Hateful;Accusations
65458;"“F*ck Donald Trump!” 

These protesters aren't happy with the election results.";post;Hahaha go to work, stop complaining and help make a difference. You really wanted that cheating bitch as the first women president? Sets a great example for women everywhere. Stop crying because you didn't get what you wanted. I didn't either but I'm going to go to work, and help build my community as well as better the country I love. If you fucks had any love for this nation I suggest you do the same. Stop crying and start rebuilding America!;Hateful;Accusations
17253;Kareem Abdul-Jabbar had a thing or two to say about Donald Trump.;post;Trump doesn't want Muslims entering the country because right now they are terrorizing our fucking country killing innocent Americans. No most aren't bad but it is a great idea so we can get this under control. What good is it doing letting them in????? None at all as we speak.;Hateful;Accusations
135751;GOP And Refugees Respond To Brussels Attacks;video;Fucking terrorist basters;Hateful;Accusations
135783;GOP And Refugees Respond To Brussels Attacks;video;the rapeugees have to be moved back to the desert there lying POS;Hateful;Accusations
210083;Sweden Could Deport More Than 80,000 Refugees And Migrants;video;Aj propaganda these are Isis motherfuckers;Hateful;Accusations
135722;GOP And Refugees Respond To Brussels Attacks;video;This  fucking Kuwaiti channel is a disgrace. Kuwait sends money to ISIS and ISIS in return sends terrorists to Europe and we get the pleasure of watching this kind of drivel.;Hateful;Accusations
217450;State-Sanctioned Genocide Targeting Rohingya Muslims In Myanmar;video;this page  is clearly an islamic propagandist...ISLAM IS EVIL;Hateful;Accusations
338957;Facebook Troll Hits Back At Doritos Rainbows Haters;video;What a mainstream Muslim terrorist channel, unsubscribed!;Hateful;Accusations
113992;Police Shooting In New Jersey Caught On Camera;video;Fucking Americans! they love to kill people.;Hateful;Accusations
141984;It's been five years since a NATO coalition helped bring down long-time Libyan leader Muammar Gaddafi.;post;Fucking America... Invaded for Oil.. Creating chaos everywhere..;Hateful;Accusations
219423;Cecil The Lion's Death Gets The White House And UN Involved;video;Fucking americans! They are ready to murder anything just for fun!;Hateful;Accusations
278759;Why Does Israel Keep Changing Its Story On Gaza?;video;Fucking Israeli what the hell they r doing nothing but killing innocent ;Hateful;Accusations
2115;4 Palestinians, 4 Israelis Killed \u2013 Start Of The Third Intifada?;video;FUCK YOU AJ PLUS!!!!  THIS REPORTING IS SO DISHONEST AND ABHORRENT!!!!  FUCK YOU AND YOUR TERRORIST SYMPATHIZER VIEWS.  WHEN ISRAEL IS DONE WITH THE ROCKTHROWERS, I HOPE THEY BOMB YOUR STUDIOS AND WIPE YOU OUT TOO!  GO ISRAEL!!;Hateful;Accusations
